FID,Animal,Count,Bearing,Distance,NObservers,Vehicle,Day,Month,Year,Territory,StartingTi,Time,CarNorthin,CarEasting,AdjNorthin,AdjEasting,AccurateCo,FirstDetec,Sample_ID,Site_ID,DSclass
0,Hyena,1,179,321,1,HiLux,26,8,2012,West,6:29,7:37,9833781.389,749457.7009,9833460.438,749463.3031,1,1,1,14,7
1,Hyena,25,80,202,1,HiLux,26,8,2012,West,6:29,8:04,9833809.143,746756.8478,9833844.22,746955.779,0,1,1,15,4
2,Lion,1,80,202,1,HiLux,26,8,2012,West,6:29,8:04,9833809.143,746756.8478,9833844.22,746955.779,0,1,1,15,4
3,Lion,4,141,577.5,1,HiLux,26,8,2012,West,6:29,8:19,9834421.443,747721.7477,9833972.641,748085.1803,0,0,1,15,9
4,Hyena,18,141,577.5,1,HiLux,26,8,2012,West,6:29,8:19,9834421.443,747721.7477,9833972.641,748085.1803,0,0,1,15,9
5,Hyena,1,358,67.5,1,HiLux,26,8,2012,West,6:29,8:26,9834921.727,747074.626,9834989.186,747072.2702,1,1,1,15,1
6,Hyena,1,31,237,1,HiLux,26,8,2012,West,6:29,8:29,9835244.728,746985.1328,9835447.877,747107.1968,1,1,1,15,1
7,Hyena,1,331,313,1,HiLux,26,8,2012,West,6:29,8:41,9835909.536,747402.4173,9836181.958,747248.2887,1,1,1,15,1
8,Hyena,5,24,395,1,HiLux,27,8,2012,West,6:25,6:28,9835508.694,747754.6575,9835869.544,747915.3185,1,1,1,15,8
9,Hyena,1,18,700,1,HiLux,27,8,2012,West,6:25,6:32,9835788.926,747509.2565,9836454.665,747725.5684,1,1,1,15,10
10,BlackBackedJackal,3,187,288,1,HiLux,27,8,2012,West,6:25,6:47,9837849.599,745211.6695,9837563.746,745176.5711,1,1,1,16,4
11,Hyena,2,335,262,1,HiLux,27,8,2012,West,6:25,7:13,9834753.391,745410.3886,9834990.843,745299.6626,1,1,1,16,3
12,BlackBackedJackal,2,187,95,1,HiLux,27,8,2012,West,6:25,8:34,9840020.589,744631.4206,9839926.297,744619.843,1,1,1,17,1
13,BatEaredFox,2,58,67,2,HiLux,28,8,2012,West,6:26,7:25,9840135.21,744566.0191,9840170.715,744622.8384,1,1,1,17,2
14,BandedMongoose,19,119,201.5,2,HiLux,28,8,2012,West,6:26,8:13,9838421.119,746119.4394,9838323.43,746295.6753,1,1,1,17,1
15,Hyena,2,179,577,2,HiLux,28,8,2012,West,6:26,9:26,9835895.619,748682.1076,9835318.707,748692.1777,1,1,1,14,3
16,BlackBackedJackal,1,330,14,2,HiLux,28,8,2012,West,6:26,10:01,9833366.684,747057.9229,9833378.809,747050.9229,1,1,1,15,1
17,Hyena,1,304,46.5,2,HiLux,28,8,2012,West,6:26,10:13,9834928.509,747455.6314,9834954.511,747417.0812,1,1,1,15,1
18,Hyena,2,112,124,2,HiLux,28,8,2012,West,6:26,11:09,9836746.665,744516.4793,9836700.214,744631.4501,1,0,1,16,3
19,Hyena,2,153,231,1,HiLux,18,10,2012,West,6:06,8:56,9835908.121,746021.2858,9835702.298,746126.1576,1,1,2,16,2
20,BandedMongoose,18,335,184,1,HiLux,18,10,2012,West,6:06,9:49,9839960.903,742282.2641,9840127.664,742204.5023,1,1,2,17,1
21,BandedMongoose,7,336,95.5,1,HiLux,18,10,2012,West,6:06,9:51,9840233.993,742172.7118,9840321.237,742133.8685,1,1,2,17,1
22,Hyena,1,38,179,1,HiLux,19,10,2012,West,6:05,6:06,9835510.135,747750.7959,9835651.189,747860.9993,1,1,2,15,4
23,Hyena,2,296,78,1,HiLux,19,10,2012,West,6:05,6:08,9835515.651,747742.0584,9835549.844,747671.9524,1,1,2,15,1
24,Hyena,1,288,80,1,HiLux,19,10,2012,West,6:05,6:10,9835546.639,747712.3707,9835571.36,747636.2861,1,1,2,15,1
25,Hyena,1,325,194,1,HiLux,19,10,2012,West,6:05,6:14,9835865.076,747441.8517,9836023.992,747330.5779,1,1,2,15,1
26,Hyena,4,251,166,1,HiLux,19,10,2012,West,6:05,6:17,9836422.276,747095.8974,9836368.232,746938.9413,1,1,2,15,3
27,Hyena,13,326,259,1,HiLux,19,10,2012,West,6:05,6:19,9836425.179,747094.9485,9836639.9,746950.1175,1,1,2,15,1
28,Hyena,3,232,273.5,1,HiLux,19,10,2012,West,6:05,7:00,9834850.598,745995.6107,9834682.215,745780.0898,1,1,2,16,3
29,Hyena,1,224,416.5,1,HiLux,19,10,2012,West,6:05,7:22,9836933.382,744366.9511,9836633.777,744077.6258,1,1,2,16,5
30,BlackBackedJackal,1,252,105,1,HiLux,19,10,2012,West,6:05,8:39,9839540.876,744716.2675,9839508.429,744616.4066,1,1,2,17,3
31,BlackBackedJackal,1,4,129,1,HiLux,19,10,2012,West,6:05,9:28,9837327.146,749192.5203,9837455.832,749201.5189,1,1,2,14,1
32,BlackBackedJackal,1,156,23,1,HiLux,19,10,2012,West,6:05,10:22,9834392.824,749746.2634,9834371.813,749755.6183,1,1,2,14,1
33,Hyena,4,300,153.5,1,HiLux,19,10,2012,West,6:05,10:26,9834328.744,749966.4562,9834405.494,749833.5213,1,1,2,14,1
34,Hyena,1,17,403.5,1,HiLux,20,10,2012,West,6:08,6:08,9838567.993,744337.7547,9838953.862,744455.7267,1,1,2,16,6
35,Hyena,2,95,372,1,HiLux,20,10,2012,West,6:08,6:41,9840310.814,743237.162,9840278.392,743607.7464,1,1,2,17,3
36,Hyena,1,62,239,1,HiLux,20,10,2012,West,6:08,6:41,9840310.814,743237.162,9840423.017,743448.1865,1,0,2,17,4
37,Hyena,2,91,338,1,HiLux,20,10,2012,West,6:08,6:47,9840196.814,743544.1962,9840190.915,743882.1447,1,0,2,17,2
38,SlenderMongoose,1,165,17,1,HiLux,20,10,2012,West,6:08,7:42,9838137.05,747299.5553,9838120.629,747303.9553,1,1,2,17,1
39,Hyena,2,196,63,1,HiLux,20,10,2012,West,6:08,10:14,9835826.811,746047.219,9835766.252,746029.8538,1,1,2,16,1
40,Hyena,1,42,109,1,WhiteCruiser,2,12,2012,West,6:10,8:04,9834964.701,745091.8336,9835045.704,745164.7689,1,1,3,16,3
41,Hyena,1,357,415,1,WhiteCruiser,2,12,2012,West,6:10,8:34,9839029.246,743948.156,9839443.677,743926.4366,1,1,3,16,7
42,BatEaredFox,1,19,17.5,1,WhiteCruiser,2,12,2012,West,6:10,8:57,9840358.718,742909.7979,9840375.265,742915.4954,1,1,3,17,1
43,Hyena,1,102,459.5,1,WhiteCruiser,2,12,2012,West,6:10,9:01,9840282.056,743312.453,9840186.52,743761.9118,1,0,3,17,2
44,Hyena,2,358,403,1,WhiteCruiser,3,12,2012,West,6:11,6:28,9837716.391,745667.2119,9838119.146,745653.1474,1,1,3,15,7
45,Hyena,1,24,523.5,1,WhiteCruiser,3,12,2012,West,6:11,7:24,9838595.277,744340.1233,9839073.518,744553.05,1,1,3,16,9
46,Hyena,1,352,333,1,WhiteCruiser,3,12,2012,West,6:11,7:24,9838595.277,744340.1233,9838925.036,744293.7787,1,1,3,16,3
47,BandedMongoose,10,104,85,1,WhiteCruiser,3,12,2012,West,6:11,8:14,9839802.777,745430.6374,9839782.213,745513.1126,0,1,3,17,2
48,BlackBackedJackal,2,45,629,1,WhiteCruiser,3,12,2012,West,6:11,8:22,9838680.854,745408.9948,9839125.624,745853.7649,1,1,3,17,13
49,Lion,1,2,433.5,1,WhiteCruiser,4,12,2012,West,6:09,6:31,9839862.817,742374.0781,9840296.053,742389.207,1,1,3,17,1
50,BlackBackedJackal,2,118,291,1,WhiteCruiser,4,12,2012,West,6:09,6:54,9840271.385,743417.5456,9840134.769,743674.4833,1,1,3,17,1
51,Cheetah,1,140,370,1,WhiteCruiser,4,12,2012,West,6:09,10:07,9838092.431,743609.9899,9837808.995,743847.8213,1,0,3,16,7
52,Hyena,1,98,25.5,1,WhiteCruiser,4,12,2012,West,6:09,10:15,9838450.421,744300.5684,9838446.872,744325.8202,1,1,3,16,1
53,Hyena,1,257,36,1,GreenCruiserKBR,3,1,2013,West,6:23,7:05,9836655.12,748505.0427,9836647.022,748469.9654,1,1,4,14,1
54,Hyena,1,305,287.5,1,GreenCruiserKBR,3,1,2013,West,6:23,7:09,9836665.186,748249.551,9836830.089,748014.0448,1,1,4,14,4
55,Hyena,1,164,110,1,GreenCruiserKBR,3,1,2013,West,6:23,7:18,9836634.627,748470.2547,9836528.888,748500.5748,1,1,4,14,2
56,Hyena,1,312,371,1,GreenCruiserKBR,3,1,2013,West,6:23,8:18,9834082.756,746885.8163,9834331.003,746610.1096,1,1,4,15,7
57,Cheetah,3,264,289.5,1,GreenCruiserKBR,3,1,2013,West,6:23,9:13,9834834.114,745894.0936,9834803.853,745606.1795,1,1,4,16,1
58,BandedMongoose,6,75,125,1,GreenCruiserKBR,3,1,2013,West,6:23,11:12,9840323.528,742770.856,9840355.88,742891.5968,1,1,4,17,1
59,BlackBackedJackal,1,272,93,1,GreenCruiserKBR,5,1,2013,West,6:23,6:38,9837046.697,746567.1957,9837049.943,746474.2524,1,1,4,15,2
60,BandedMongoose,6,145,186,1,GreenCruiserKBR,5,1,2013,West,6:23,9:19,9837669.729,751393.5152,9837517.366,751500.2004,1,1,4,14,3
61,Hyena,1,0,0,1,GreenCruiserKBR,5,1,2013,West,6:23,9:27,9837219.358,749114.1897,9837219.358,749114.1897,1,0,4,14,1
62,BlackBackedJackal,1,0,0,1,GreenCruiserKBR,5,1,2013,West,6:23,9:27,9837219.358,749114.1897,9837219.358,749114.1897,1,0,4,14,1
63,Hyena,1,339,52,1,GreenCruiserKBR,6,1,2013,West,6:27,7:04,9840223.458,744525.4217,9840272.004,744506.7866,1,1,4,17,2
64,Hyena,1,110,511.5,1,GreenCruiserKBR,6,1,2013,West,6:27,7:05,9840215.569,744534.0639,9840040.626,745014.7167,1,1,4,17,8
65,Hyena,1,89,190.5,1,GreenCruiserKBR,6,1,2013,West,6:27,7:18,9839174.749,745103.2651,9839178.073,745293.7361,1,1,4,17,3
66,Hyena,1,125,173,1,GreenCruiserKBR,6,1,2013,West,6:27,7:37,9838706.071,745382.1371,9838606.842,745523.8504,1,1,4,17,1
67,Hyena,1,242,190,1,GreenCruiserKBR,6,1,2013,West,6:27,8:38,9836226.047,748723.8989,9836136.847,748556.1389,1,1,4,14,4
68,Hyena,3,254,285.5,1,GreenCruiserKBR,6,1,2013,West,6:27,8:45,9835703.584,748617.343,9835624.89,748342.9028,1,0,4,14,5
69,BlackBackedJackal,1,254,285.5,1,GreenCruiserKBR,6,1,2013,West,6:27,8:45,9835703.584,748617.343,9835624.89,748342.9028,1,0,4,14,5
70,BandedMongoose,3,41,112.5,1,GreenCruiserKBR,6,1,2013,West,6:27,9:59,9836110.342,744661.5398,9836195.247,744735.3465,1,1,4,16,2
71,Cheetah,1,14,301,1,Maruti,18,2,2013,West,6:36,8:22,9836466.481,747051.6663,9836758.54,747124.4848,1,1,5,15,6
72,BandedMongoose,1,43,19,1,Maruti,18,2,2013,West,6:36,10:09,9838056.8,747565.9228,9838070.695,747578.8808,1,1,5,17,1
73,Lion,1,189,360.5,1,Maruti,19,2,2013,West,6:39,7:28,9836525.134,743435.8707,9836169.072,743379.476,1,1,5,16,7
74,Hyena,1,24,398,1,Maruti,19,2,2013,West,6:39,7:41,9838246.241,744210.9513,9838609.832,744372.8325,1,1,5,16,1
75,BandedMongoose,4,3,75,1,Maruti,19,2,2013,West,6:39,8:13,9840052.287,744124.5869,9840127.184,744128.5121,1,1,5,17,2
76,BatEaredFox,1,140,95.5,1,Maruti,19,2,2013,West,6:39,8:34,9839666.288,745395.8587,9839593.131,745457.2449,1,1,5,17,2
77,BlackBackedJackal,2,243,156,1,Maruti,20,2,2013,West,6:40,8:30,9836667.571,748312.3325,9836596.748,748173.3354,1,1,5,14,2
78,Hyena,1,262,47,1,GreenCruiserKBR,16,3,2013,West,6:40,8:05,9834199.391,746905.5106,9834192.85,746858.968,1,1,6,15,1
79,Hyena,1,321,100.5,1,GreenCruiserKBR,16,3,2013,West,6:40,8:14,9835152.687,746996.2931,9835230.79,746933.0464,1,1,6,15,1
80,Hyena,1,243,343,1,GreenCruiserKBR,17,3,2013,West,6:36,6:44,9836430.212,747096.7731,9836274.493,746791.1579,1,1,6,15,7
81,BlackBackedJackal,2,331,194,1,GreenCruiserKBR,17,3,2013,West,6:36,7:57,9839219.58,743669.7125,9839389.256,743575.6595,1,1,6,16,2
82,Hyena,11,52,317,1,GreenCruiserKBR,17,3,2013,West,6:36,8:13,9840337.046,742412.0617,9840532.211,742661.8611,1,1,6,17,5
83,Hyena,2,0,0,1,GreenCruiserKBR,17,3,2013,West,6:36,8:30,9840038.896,744233.6614,9840038.896,744233.6614,1,0,6,17,1
84,BlackBackedJackal,2,218,153,1,GreenCruiserKBR,17,3,2013,West,6:36,8:39,9840003.094,744631.3476,9839882.528,744537.1514,1,1,6,17,3
85,Hyena,1,166,631.5,1,GreenCruiserKBR,17,3,2013,West,6:36,8:45,9839169.79,745110.9209,9838557.049,745263.6946,1,1,6,17,4
86,BlackBackedJackal,1,165,215,1,GreenCruiserKBR,17,3,2013,West,6:36,9:55,9836535.019,748629.3044,9836327.345,748684.9505,1,1,6,14,1
87,Hyena,1,139,174,1,GreenCruiserKBR,18,3,2013,West,6:38,7:15,9840042.258,744189.3523,9839910.938,744303.5066,1,1,6,17,3
88,Hyena,1,85,525,1,GreenCruiserKBR,18,3,2013,West,6:38,7:22,9840211.247,744535.4313,9840257.004,745058.4336,1,1,6,17,10
89,Hyena,1,104,616,1,GreenCruiserKBR,18,3,2013,West,6:38,7:27,9840008.666,744631.7076,9839859.642,745229.4098,1,1,6,17,5
90,Hyena,1,194,555,1,GreenCruiserKBR,18,3,2013,West,6:38,7:44,9839148.064,745132.8181,9838609.55,744998.5514,1,1,6,17,7
91,Hyena,1,187,424,1,GreenCruiserKBR,18,3,2013,West,6:38,7:50,9838539.44,745660.0911,9838118.6,745608.4185,1,1,6,17,9
92,BandedMongoose,8,252,13,1,GreenCruiserKBR,18,3,2013,West,6:38,9:13,9834284.807,749566.6711,9834280.79,749554.3073,1,1,6,14,1
93,BlackBackedJackal,2,52,28,1,HiLux,24,5,2013,West,6:23,6:32,9836888.495,746718.1898,9836905.733,746740.2541,1,1,7,15,1
94,BlackBackedJackal,2,355,26.5,1,HiLux,24,5,2013,West,6:23,8:59,9836653.202,748097.8076,9836679.601,748095.498,1,1,7,14,1
95,Hyena,1,95,87,1,HiLux,24,5,2013,West,6:23,9:05,9836184.022,748738.5248,9836176.44,748825.1937,1,1,7,14,2
96,Hyena,1,321,180,1,HiLux,25,5,2013,West,6:29,7:47,9838006.424,748417.0876,9838146.31,748303.8099,1,1,7,17,4
97,BlackBackedJackal,2,45,186.5,1,HiLux,25,5,2013,West,6:29,8:08,9837787.262,750920.728,9837919.138,751052.6034,1,1,7,14,3
98,Hyena,1,198,131,1,HiLux,25,5,2013,West,6:29,8:16,9837212.587,749098.1707,9837087.999,749057.6895,1,1,7,14,1
99,Hyena,1,78,192.5,1,HiLux,25,5,2013,West,6:29,8:35,9836608.047,748552.0331,9836648.07,748740.3265,1,1,7,14,3
100,BlackBackedJackal,2,201,260,2,HiLux,5,7,2013,West,6:36,7:29,9836117.189,748759.7228,9835874.458,748666.5471,1,1,8,14,1
101,BlackBackedJackal,1,345,55,2,HiLux,5,7,2013,West,6:36,9:35,9839769.348,742379.5494,9839822.474,742365.3143,1,1,8,17,1
102,Hyena,1,68,131,2,HiLux,5,7,2013,West,6:36,10:03,9840034.976,744250.3507,9840084.05,744371.8118,1,1,8,17,1
103,Hyena,1,76,345,2,HiLux,5,7,2013,West,6:36,10:07,9840202.109,744531.9701,9840285.572,744866.7221,1,1,8,17,7
104,Hyena,1,142,147,2,HiLux,5,7,2013,West,6:36,10:20,9839528.513,744739.4895,9839412.675,744829.9917,1,1,8,17,1
105,BlackBackedJackal,1,307,112,2,HiLux,6,7,2013,West,6:37,8:12,9839346.253,743049.354,9839413.657,742959.9069,1,1,8,17,1
106,Hyena,2,66,351,2,HiLux,6,7,2013,West,6:37,8:57,9840089.588,744591.775,9840232.353,744912.4295,1,1,8,17,7
107,Hyena,2,158,600,2,HiLux,6,7,2013,West,6:37,8:57,9840007.401,744635.9052,9839451.09,744860.6692,1,1,8,17,1
108,BlackBackedJackal,1,187,459.5,2,HiLux,6,7,2013,West,6:37,9:17,9839121.794,745155.9237,9838665.719,745099.9248,1,1,8,17,5
109,Hyena,3,241,91.5,2,HiLux,7,7,2013,West,6:34,6:35,9838559.367,744351.3786,9838515.007,744271.3509,1,1,8,16,1
110,Hyena,1,332,86,2,HiLux,7,7,2013,West,6:34,6:35,9838559.367,744351.3786,9838635.3,744311.004,1,1,8,16,1
111,BlackBackedJackal,1,244,1,2,HiLux,7,7,2013,West,6:34,6:52,9839426.3,742830.8013,9839425.862,742829.9025,1,1,8,17,1
112,Hyena,1,85,209,2,HiLux,7,7,2013,West,6:34,7:25,9840052.65,744382.2508,9840070.865,744590.4555,1,1,8,17,1
113,Hyena,2,127,108.5,2,HiLux,7,7,2013,West,6:34,7:27,9840197.656,744544.0586,9840132.359,744630.7105,1,1,8,17,2
114,Hyena,2,139,484,2,HiLux,7,7,2013,West,6:34,7:31,9840197.415,744544.2823,9839832.136,744861.8149,1,1,8,17,4
115,BlackBackedJackal,1,325,42,2,HiLux,7,7,2013,West,6:34,10:17,9837250.902,746344.6416,9837285.306,746320.5513,1,1,8,15,1
116,Hyena,1,279,369,1,HiLux,2,8,2013,West,6:32,6:58,9836879.106,748818.212,9836936.83,748453.755,1,1,9,14,6
117,BlackBackedJackal,1,241,189,1,HiLux,3,8,2013,West,6:43,8:24,9840303.088,742138.3288,9840211.459,741973.0257,1,1,9,17,4
118,Hyena,1,74,658,1,HiLux,3,8,2013,West,6:43,8:39,9840291.474,743275.0734,9840472.844,743907.5836,1,1,9,17,8
119,BlackBackedJackal,1,355,155,1,HiLux,3,8,2013,West,6:43,9:45,9837787.464,750950.5321,9837941.874,750937.023,1,1,9,14,4
120,BlackBackedJackal,1,173,74.5,1,HiLux,4,8,2013,West,6:47,7:00,9839390.577,742937.0259,9839316.632,742946.1052,1,1,9,17,2
121,Hyena,2,93,176,1,HiLux,4,8,2013,West,6:47,7:16,9840354.444,743044.6339,9840345.233,743220.3927,1,1,9,17,1
122,BlackBackedJackal,2,122,200.5,1,HiLux,4,8,2013,West,6:47,7:30,9840051.022,744377.8917,9839944.774,744547.9253,1,1,9,17,2
123,BandedMongoose,5,183,185.5,2,GreenCruiserKBR,24,9,2013,West,6:33,7:20,9836528.211,748632.3861,9836342.965,748622.6778,1,1,10,14,2
124,BandedMongoose,8,27,129,2,GreenCruiserKBR,24,9,2013,West,6:33,9:35,9835524.779,744732.8976,9835639.718,744791.4624,1,1,10,16,2
125,BandedMongoose,5,106,67.5,2,GreenCruiserKBR,24,9,2013,West,6:33,10:23,9840286.875,742465.0779,9840268.269,742529.9631,1,1,10,17,1
126,BlackBackedJackal,1,245,118,2,GreenCruiserKBR,24,9,2013,West,6:33,10:48,9839869.595,744659.015,9839819.726,744552.0707,1,1,10,17,3
127,Hyena,7,5,294.5,1,GreenCruiserKAS,25,9,2013,West,6:33,6:39,9835919.391,747393.9361,9836212.771,747419.6035,1,1,10,15,4
128,Hyena,1,309,279,1,GreenCruiserKAS,25,9,2013,West,6:33,6:42,9835951.824,747365.2947,9836127.405,747148.471,1,1,10,15,3
129,Hyena,1,328,104,1,GreenCruiserKAS,25,9,2013,West,6:33,7:45,9838533.177,744225.6665,9838621.374,744170.5549,1,1,10,16,3
130,Hyena,1,101,101,1,GreenCruiserKAS,25,9,2013,West,6:33,8:01,9840345.598,742350.076,9840326.327,742449.2204,1,1,10,17,1
131,Hyena,5,157,207,1,GreenCruiserKAS,25,9,2013,West,6:33,8:18,9840198.977,744540.2901,9840008.432,744621.1715,1,1,10,17,1
132,Hyena,3,137,497,1,GreenCruiserKAS,25,9,2013,West,6:33,8:20,9840035.92,744625.9675,9839672.437,744964.9207,1,1,10,17,6
133,Serval,1,5,91.5,1,GreenCruiserKAS,25,9,2013,West,6:33,10:24,9834076.371,746882.8052,9834167.523,746890.78,1,1,10,15,1
134,Hyena,1,216,425,2,GreenCruiserKBR,26,9,2013,West,6:36,6:37,9838590.857,744336.8626,9838247.025,744087.0539,1,1,10,16,1
135,Hyena,1,18,412.5,2,GreenCruiserKBR,26,9,2013,West,6:36,6:37,9838590.857,744336.8626,9838983.168,744464.3321,1,1,10,16,7
136,Hyena,1,269,344,2,GreenCruiserKBR,26,9,2013,West,6:36,6:54,9839804.514,742437.7047,9839798.51,742093.7571,1,0,10,17,5
137,Hyena,2,32,270,2,GreenCruiserKBR,26,9,2013,West,6:36,6:55,9839805.265,742437.0055,9840034.238,742580.0837,1,1,10,17,5
